,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size
1082,9.016667,,,,,,,,,,,,,,,,,,,,,,,,,-119.888268,92.189697,-8.431744,0.013957
1083,9.025,,,,,,,,,,,,,,,,,,,,,,,,,-119.870842,92.199593,-8.453664,0.013957
1084,9.033333,,,,,,,,,,,,,,,,,,,,,,,,,-119.875427,92.210587,-8.47392,0.013957
1085,9.041667,,,,,,,,,,,,,,,,,,,,,,,,,-119.922432,92.207909,-8.496582,0.013957
1086,9.05,,,,,,,,,,,,,,,,,,,,,,,,,-119.8153,92.234413,-8.515059,0.013957
1087,9.058333,,,,,,,,,,,,,,,,,,,,,,,,,-119.882324,92.229088,-8.534719,0.013957
1088,9.066667,,,,,,,,,,,,,,,,,,,,,,,,,-119.865501,92.242813,-8.555036,0.013957
1089,9.075,,,,,,,,,,,,,,,,,,,,,,,,,-119.907639,92.241058,-8.574657,0.013957
1090,9.083333,,,,,,,,,,,,,,,,,,,,,,,,,-119.889343,92.25116,-8.593053,0.013957
1091,9.091667,,,,,,,,,,,,,,,,,,,,,,,,,-119.947525,92.246017,-8.610782,0.013957
1092,9.1,,,,,,,,,,,,,,,,,,,,,,,,,-119.982704,92.25045,-8.630003,0.013957
1093,9.108333,,,,,,,,,,,,,,,,,,,,,,,,,-119.952118,92.258591,-8.644637,0.013957
1094,9.116667,,,,,,,,,,,,,,,,,,,,,,,,,-119.997536,92.257629,-8.659202,0.013957
1095,9.125,,,,,,,,,,,,,,,,,,,,,,,,,-120.051262,92.250641,-8.678886,0.013957
1096,9.133333,,,,,,,,,,,,,,,,,,,,,,,,,-120.058395,92.254066,-8.693309,0.013957
1097,9.141667,,,,,,,,,,,,,,,,,,,,,,,,,-120.062241,92.249733,-8.711752,0.013957
1098,9.15,,,,,,,,,,,,,,,,,,,,,,,,,-120.074142,92.252174,-8.729094,0.013957
1099,9.158333,,,,,,,,,,,,,,,,,,,,,,,,,-120.093475,92.247078,-8.748418,0.013957
1100,9.166667,,,,,,,,,,,,,,,,,,,,,,,,,-120.108963,92.243942,-8.771353,0.013957
1101,9.175,,,,,,,,,,,,,,,,,,,,,,,,,-120.094826,92.244843,-8.788999,0.013957
1102,9.183333,,,,,,,,,,,,,,,,,,,,,,,,,-120.130859,92.241699,-8.807147,0.013957
1103,9.191667,,,,,,,,,,,,,,,,,,,,,,,,,-120.113388,92.241898,-8.82704,0.013957
1104,9.2,,,,,,,,,,,,,,,,,,,,,,,,,-120.078171,92.257271,-8.843706,0.013957
1105,9.208333,,,,,,,,,,,,,,,,,,,,,,,,,-120.072807,92.262337,-8.865621,0.013957
1106,9.216667,,,,,,,,,,,,,,,,,,,,,,,,,-120.111893,92.26046,-8.881465,0.013957
1107,9.225,,,,,,,,,,,,,,,,,,,,,,,,,-120.072304,92.27179,-8.894379,0.013957
1108,9.233333,,,,,,,,,,,,,,,,,,,,,,,,,-120.108376,92.270126,-8.911584,0.013957
1109,9.241667,,,,,,,,,,,,,,,,,,,,,,,,,-120.043877,92.284218,-8.923175,0.013957
1110,9.25,,,,,,,,,,,,,,,,,,,,,,,,,-120.042458,92.289467,-8.936298,0.013957
1111,9.258333,,,,,,,,,,,,,,,,,,,,,,,,,-119.902481,92.313835,-8.95739,0.013957
1112,9.266667,,,,,,,,,,,,,,,,,,,,,,,,,-120.170845,92.273415,-8.980708,0.013957
1113,9.275,,,,,,,,,,,,,,,,,,,,,,,,,-119.861534,92.327652,-8.9853,0.013957
1114,9.283333,,,,,,,,,,,,,,,,,,,,,,,,,-120.05941,92.302055,-8.997308,0.013957
1115,9.291667,,,,,,,,,,,,,,,,,,,,,,,,,-120.235268,92.266312,-9.005803,0.013957
1116,9.3,,,,,,,,,,,,,,,,,,,,,,,,,-120.024086,92.308968,-9.031634,0.013957
1117,9.308333,,,,,,,,,,,,,,,,,,,,,,,,,-120.010254,92.308395,-9.056306,0.013957
1118,9.316667,,,,,,,,,,,,,,,,,,,,,,,,,-120.156075,92.291992,-9.087617,0.013957
1119,9.325,,,,,,,,,,,,,,,,,,,,,,,,,-120.075836,92.307571,-9.100449,0.013957
1120,9.333333,,,,,,,,,,,,,,,,,,,,,,,,,-120.13868,92.299454,-9.123521,0.013957
1121,9.341667,,,,,,,,,,,,,,,,,,,,,,,,,-120.060944,92.313126,-9.135366,0.013957
1122,9.35,,,,,,,,,,,,,,,,,,,,,,,,,-120.074257,92.316612,-9.15253,0.013957
1123,9.358333,,,,,,,,,,,,,,,,,,,,,,,,,-120.006348,92.330353,-9.166822,0.013957
1124,9.366667,,,,,,,,,,,,,,,,,,,,,,,,,-120.009125,92.331596,-9.182761,0.013957
1125,9.375,,,,,,,,,,,,,,,,,,,,,,,,,-120.035767,92.329071,-9.199256,0.013957
1126,9.383333,,,,,,,,,,,,,,,,,,,,,,,,,-120.083786,92.319496,-9.216736,0.013957
1127,9.391667,,,,,,,,,,,,,,,,,,,,,,,,,-120.082893,92.32058,-9.234932,0.013957
1128,9.4,,,,,,,,,,,,,,,,,,,,,,,,,-120.141647,92.312935,-9.248375,0.013957
1129,9.408333,,,,,,,,,,,,,,,,,,,,,,,,,-120.113754,92.318588,-9.265177,0.013957
1130,9.416667,,,,,,,,,,,,,,,,,,,,,,,,,-120.130371,92.314705,-9.283848,0.013957
1131,9.425,,,,,,,,,,,,,,,,,,,,,,,,,-120.141899,92.311455,-9.299252,0.013957
1132,9.433333,,,,,,,,,,,,,,,,,,,,,,,,,-120.157455,92.310837,-9.31888,0.013957
1133,9.441667,,,,,,,,,,,,,,,,,,,,,,,,,-120.191406,92.301697,-9.342435,0.013957
1134,9.45,,,,,,,,,,,,,,,,,,,,,,,,,-120.172096,92.311531,-9.363899,0.013957
1135,9.458333,,,,,,,,,,,,,,,,,,,,,,,,,-120.176849,92.310471,-9.38714,0.013957
1136,9.466667,,,,,,,,,,,,,,,,,,,,,,,,,-120.16687,92.315796,-9.410657,0.013957
1137,9.475,,,,,,,,,,,,,,,,,,,,,,,,,-120.133987,92.322708,-9.433704,0.013957
1138,9.483333,,,,,,,,,,,,,,,,,,,,,,,,,-120.152367,92.319725,-9.459886,0.013957
1139,9.491667,,,,,,,,,,,,,,,,,,,,,,,,,-120.148682,92.324989,-9.48326,0.013957
1140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,-120.137039,92.329071,-9.506292,0.013957
1141,9.508333,,,,,,,,,,,,,,,,,,,,,,,,,-120.106064,92.339577,-9.526756,0.013957
1142,9.516667,,,,,,,,,,,,,,,,,,,,,,,,,-120.002472,92.35434,-9.550488,0.013957
1143,9.525,,,,,,,,,,,,,,,,,,,,,,,,,-119.976982,92.355606,-9.570025,0.013957
1144,9.533333,,,,,,,,,,,,,,,,,,,,,,,,,-119.957863,92.368355,-9.571417,0.013957
1145,9.541667,,,,,,,,,,,,,,,,,,,,,,,,,-119.937538,92.370728,-9.586058,0.013957
1146,9.55,,,,,,,,,,,,,,,,,,,,,,,,,-120.169022,92.317421,-9.625338,0.013957
1147,9.558333,,,,,,,,,,,,,,,,,,,,,,,,,-120.114494,92.31842,-9.636517,0.013957
1148,9.566667,,,,,,,,,,,,,,,,,,,,,,,,,-120.187202,92.298737,-9.653192,0.013957
1149,9.575,,,,,,,,,,,,,,,,,,,,,,,,,-120.079826,92.313278,-9.656762,0.013957
1150,9.583333,,,,,,,,,,,,,,,,,,,,,,,,,-120.205307,92.288773,-9.675672,0.013957
1151,9.591667,,,,,,,,,,,,,,,,,,,,,,,,,-120.050171,92.315216,-9.673066,0.013957
1152,9.6,,,,,,,,,,,,,,,,,,,,,,,,,-120.083794,92.303093,-9.684772,0.013957
1153,9.608333,,,,,,,,,,,,,,,,,,,,,,,,,-120.055473,92.306541,-9.695676,0.013957
1154,9.616667,,,,,,,,,,,,,,,,,,,,,,,,,-120.083412,92.295181,-9.703235,0.013957
1155,9.625,,,,,,,,,,,,,,,,,,,,,,,,,-120.040771,92.301453,-9.711632,0.013957
1156,9.633333,,,,,,,,,,,,,,,,,,,,,,,,,-120.02845,92.300407,-9.722079,0.013957
1157,9.641667,,,,,,,,,,,,,,,,,,,,,,,,,-120.053825,92.292473,-9.734254,0.013957
1158,9.65,,,,,,,,,,,,,,,,,,,,,,,,,-120.075119,92.282257,-9.749036,0.013957
1159,9.658333,,,,,,,,,,,,,,,,,,,,,,,,,-120.032501,92.290459,-9.756851,0.013957
1160,9.666667,,,,,,,,,,,,,,,,,,,,,,,,,-120.109322,92.270943,-9.775083,0.013957
1161,9.675,,,,,,,,,,,,,,,,,,,,,,,,,-120.091057,92.273514,-9.791676,0.013957
1162,9.683333,,,,,,,,,,,,,,,,,,,,,,,,,-120.082924,92.271606,-9.804225,0.013957
1163,9.691667,,,,,,,,,,,,,,,,,,,,,,,,,-120.078323,92.266487,-9.818813,0.013957
1164,9.7,,,,,,,,,,,,,,,,,,,,,,,,,-120.141556,92.251793,-9.841883,0.013957
1165,9.708333,,,,,,,,,,,,,,,,,,,,,,,,,-120.12664,92.250687,-9.857036,0.013957
1166,9.716667,,,,,,,,,,,,,,,,,,,,,,,,,-120.129982,92.250366,-9.874341,0.013957
1167,9.725,,,,,,,,,,,,,,,,,,,,,,,,,-120.130852,92.249992,-9.893615,0.013957
1168,9.733333,,,,,,,,,,,,,,,,,,,,,,,,,-120.203987,92.236137,-9.92025,0.013957
1169,9.741667,,,,,,,,,,,,,,,,,,,,,,,,,-120.250404,92.228577,-9.947076,0.013957
1170,9.75,,,,,,,,,,,,,,,,,,,,,,,,,-120.208229,92.23584,-9.967668,0.013957
1171,9.758333,,,,,,,,,,,,,,,,,,,,,,,,,-120.232758,92.236801,-9.996528,0.013957
1172,9.766667,,,,,,,,,,,,,,,,,,,,,,,,,-120.187843,92.246338,-10.026178,0.013957
1173,9.775,,,,,,,,,,,,,,,,,,,,,,,,,-120.252403,92.23999,-10.057328,0.013957
1174,9.783333,,,,,,,,,,,,,,,,,,,,,,,,,-120.326553,92.233841,-10.097887,0.013957
1175,9.791667,,,,,,,,,,,,,,,,,,,,,,,,,-120.152649,92.262825,-10.11618,0.013957
1176,9.8,,,,,,,,,,,,,,,,,,,,,,,,,-120.313957,92.238884,-10.162836,0.013957
1177,9.808333,,,,,,,,,,,,,,,,,,,,,,,,,-120.242783,92.255875,-10.194549,0.013957
1178,9.816667,,,,,,,,,,,,,,,,,,,,,,,,,-120.230225,92.254784,-10.223283,0.013957
1179,9.825,,,,,,,,,,,,,,,,,,,,,,,,,-120.167664,92.27198,-10.257976,0.013957
1180,9.833333,,,,,,,,,,,,,,,,,,,,,,,,,-120.136116,92.277832,-10.294674,0.013957
1181,9.841667,,,,,,,,,,,,,,,,,,,,,,,,,-120.183495,92.270187,-10.335615,0.013957
1182,9.85,,,,,,,,,,,,,,,,,,,,,,,,,-120.263969,92.257896,-10.374013,0.013957
1183,9.858333,,,,,,,,,,,,,,,,,,,,,,,,,-120.268509,92.255936,-10.416881,0.013957
1184,9.866667,,,,,,,,,,,,,,,,,,,,,,,,,-120.291901,92.251266,-10.458162,0.013957
1185,9.875,,,,,,,,,,,,,,,,,,,,,,,,,-120.339462,92.247017,-10.498788,0.013957
1186,9.883333,,,,,,,,,,,,,,,,,,,,,,,,,-120.327881,92.247574,-10.545855,0.013957
1187,9.891667,,,,,,,,,,,,,,,,,,,,,,,,,-120.342018,92.245842,-10.594025,0.013957
1188,9.9,,,,,,,,,,,,,,,,,,,,,,,,,-120.32238,92.247749,-10.637669,0.013957
1189,9.908333,,,,,,,,,,,,,,,,,,,,,,,,,-120.071625,92.292496,-10.690076,0.013957
1190,9.916667,,,,,,,,,,,,,,,,,,,,,,,,,-119.847595,92.338913,-10.725417,0.013957
1191,9.925,,,,,,,,,,,,,,,,,,,,,,,,,-120.329628,92.252151,-10.783425,0.013957
1192,9.933333,,,,,,,,,,,,,,,,,,,,,,,,,-120.288788,92.260254,-10.823401,0.013957
1193,9.941667,,,,,,,,,,,,,,,,,,,,,,,,,-120.347382,92.247818,-10.867203,0.013957
1194,9.95,,,,,,,,,,,,,,,,,,,,,,,,,-120.360474,92.243217,-10.907721,0.013957
1195,9.958333,,,,,,,,,,,,,,,,,,,,,,,,,-120.356354,92.245544,-10.945282,0.013957
1196,9.966667,,,,,,,,,,,,,,,,,,,,,,,,,-120.410965,92.239967,-10.983948,0.013957
1197,9.975,,,,,,,,,,,,,,,,,,,,,,,,,-120.43821,92.235794,-11.025798,0.013957
1198,9.983333,,,,,,,,,,,,,,,,,,,,,,,,,-120.456787,92.240265,-11.062459,0.013957
1199,9.991667,,,,,,,,,,,,,,,,,,,,,,,,,-120.488037,92.239586,-11.103262,0.013957
