,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size
550,4.583333,,,,,,,,,,,,,,,,,,,,,,,,,-121.015594,86.818611,18.660088,0.013957
551,4.591667,,,,,,,,,,,,,,,,,,,,,,,,,-121.02401,86.82634,18.600445,0.013957
552,4.6,,,,,,,,,,,,,,,,,,,,,,,,,-120.700958,86.903419,18.542406,0.013957
553,4.608333,,,,,,,,,,,,,,,,,,,,,,,,,-120.783279,86.897049,18.487007,0.013957
554,4.616667,,,,,,,,,,,,,,,,,,,,,,,,,-121.017601,86.861732,18.426107,0.013957
555,4.625,,,,,,,,,,,,,,,,,,,,,,,,,-121.093407,86.856079,18.36718,0.013957
556,4.633333,,,,,,,,,,,,,,,,,,,,,,,,,-121.095779,86.867867,18.301273,0.013957
557,4.641667,,,,,,,,,,,,,,,,,,,,,,,,,-120.919502,86.903259,18.226402,0.013957
558,4.65,,,,,,,,,,,,,,,,,,,,,,,,,-120.974556,86.905594,18.171192,0.013957
559,4.658333,,,,,,,,,,,,,,,,,,,,,,,,,-120.879601,86.941826,18.100004,0.013957
560,4.666667,,,,,,,,,,,,,,,,,,,,,,,,,-120.716438,86.981087,18.038372,0.013957
561,4.675,,,,,,,,,,,,,,,,,,,,,,,,,-120.806297,86.975868,17.974234,0.013957
562,4.683333,,,,,,,,,,,,,,,,,,,,,,,,,-120.86879,86.978134,17.917406,0.013957
563,4.691667,,,,,,,,,,,,,,,,,,,,,,,,,-120.926376,86.972794,17.856153,0.013957
564,4.7,,,,,,,,,,,,,,,,,,,,,,,,,-120.943222,86.990944,17.793297,0.013957
565,4.708333,,,,,,,,,,,,,,,,,,,,,,,,,-120.955612,86.991791,17.728489,0.013957
566,4.716667,,,,,,,,,,,,,,,,,,,,,,,,,-120.820297,87.027397,17.656725,0.013957
567,4.725,,,,,,,,,,,,,,,,,,,,,,,,,-120.783424,87.032547,17.578442,0.013957
568,4.733333,,,,,,,,,,,,,,,,,,,,,,,,,-120.751534,87.044052,17.509371,0.013957
569,4.741667,,,,,,,,,,,,,,,,,,,,,,,,,-120.397438,87.115891,17.426382,0.013957
570,4.75,,,,,,,,,,,,,,,,,,,,,,,,,-120.705246,87.046143,17.353271,0.013957
571,4.758333,,,,,,,,,,,,,,,,,,,,,,,,,-120.81485,87.020668,17.280178,0.013957
572,4.766667,,,,,,,,,,,,,,,,,,,,,,,,,-120.913841,86.998795,17.210682,0.013957
573,4.775,,,,,,,,,,,,,,,,,,,,,,,,,-120.737495,87.020798,17.107115,0.013957
574,4.783333,,,,,,,,,,,,,,,,,,,,,,,,,-120.630157,87.036781,17.012695,0.013957
575,4.791667,,,,,,,,,,,,,,,,,,,,,,,,,-120.268723,87.098877,16.918049,0.013957
576,4.8,,,,,,,,,,,,,,,,,,,,,,,,,-120.260254,87.091019,16.830297,0.013957
577,4.808333,,,,,,,,,,,,,,,,,,,,,,,,,-120.60363,87.003258,16.736088,0.013957
578,4.816667,,,,,,,,,,,,,,,,,,,,,,,,,-120.615135,86.989471,16.64673,0.013957
579,4.825,,,,,,,,,,,,,,,,,,,,,,,,,-120.524979,87.001839,16.544086,0.013957
580,4.833333,,,,,,,,,,,,,,,,,,,,,,,,,-120.41198,87.007957,16.431934,0.013957
581,4.841667,,,,,,,,,,,,,,,,,,,,,,,,,-120.219994,87.033569,16.332394,0.013957
582,4.85,,,,,,,,,,,,,,,,,,,,,,,,,-120.092628,87.048676,16.236433,0.013957
583,4.858333,,,,,,,,,,,,,,,,,,,,,,,,,-120.419205,86.96257,16.135418,0.013957
584,4.866667,,,,,,,,,,,,,,,,,,,,,,,,,-120.71241,86.887238,16.014069,0.013957
585,4.875,,,,,,,,,,,,,,,,,,,,,,,,,-120.331154,86.946304,15.910028,0.013957
586,4.883333,,,,,,,,,,,,,,,,,,,,,,,,,-120.13353,86.970673,15.796809,0.013957
587,4.891667,,,,,,,,,,,,,,,,,,,,,,,,,-120.189194,86.93898,15.697124,0.013957
588,4.9,,,,,,,,,,,,,,,,,,,,,,,,,-120.178314,86.925041,15.590043,0.013957
589,4.908333,,,,,,,,,,,,,,,,,,,,,,,,,-120.311401,86.877151,15.491237,0.013957
590,4.916667,,,,,,,,,,,,,,,,,,,,,,,,,-120.160965,86.894096,15.366944,0.013957
591,4.925,,,,,,,,,,,,,,,,,,,,,,,,,-120.100594,86.890442,15.256868,0.013957
592,4.933333,,,,,,,,,,,,,,,,,,,,,,,,,-119.973183,86.897575,15.148624,0.013957
593,4.941667,,,,,,,,,,,,,,,,,,,,,,,,,-120.027626,86.878746,15.049969,0.013957
594,4.95,,,,,,,,,,,,,,,,,,,,,,,,,-120.065689,86.863571,14.940068,0.013957
595,4.958333,,,,,,,,,,,,,,,,,,,,,,,,,-119.991974,86.868301,14.827143,0.013957
596,4.966667,,,,,,,,,,,,,,,,,,,,,,,,,-119.865669,86.889725,14.708779,0.013957
597,4.975,,,,,,,,,,,,,,,,,,,,,,,,,-119.810081,86.894981,14.603491,0.013957
598,4.983333,,,,,,,,,,,,,,,,,,,,,,,,,-119.862007,86.881958,14.512762,0.013957
599,4.991667,,,,,,,,,,,,,,,,,,,,,,,,,-119.831696,86.8918,14.409912,0.013957
600,5,,,,,,,,,,,,,,,,,,,,,,,,,-119.782494,86.908325,14.303673,0.013957
601,5.008333,,,,,,,,,,,,,,,,,,,,,,,,,-119.745125,86.918976,14.20122,0.013957
602,5.016667,,,,,,,,,,,,,,,,,,,,,,,,,-119.629501,86.950645,14.098824,0.013957
603,5.025,,,,,,,,,,,,,,,,,,,,,,,,,-119.624802,86.95826,14.015135,0.013957
604,5.033333,,,,,,,,,,,,,,,,,,,,,,,,,-119.658836,86.965195,13.934475,0.013957
605,5.041667,,,,,,,,,,,,,,,,,,,,,,,,,-119.656631,86.981636,13.845402,0.013957
606,5.05,,,,,,,,,,,,,,,,,,,,,,,,,-119.610123,87.008003,13.767494,0.013957
607,5.058333,,,,,,,,,,,,,,,,,,,,,,,,,-119.647705,87.020981,13.686273,0.013957
608,5.066667,,,,,,,,,,,,,,,,,,,,,,,,,-119.579353,87.055885,13.605979,0.013957
609,5.075,,,,,,,,,,,,,,,,,,,,,,,,,-119.525932,87.080666,13.535144,0.013957
610,5.083333,,,,,,,,,,,,,,,,,,,,,,,,,-119.503448,87.111023,13.469887,0.013957
611,5.091667,,,,,,,,,,,,,,,,,,,,,,,,,-119.506981,87.134933,13.411081,0.013957
612,5.1,,,,,,,,,,,,,,,,,,,,,,,,,-119.469261,87.178711,13.360432,0.013957
613,5.108333,,,,,,,,,,,,,,,,,,,,,,,,,-119.536087,87.196991,13.306355,0.013957
614,5.116667,,,,,,,,,,,,,,,,,,,,,,,,,-119.593773,87.20414,13.244596,0.013957
615,5.125,,,,,,,,,,,,,,,,,,,,,,,,,-119.458473,87.271408,13.19463,0.013957
616,5.133333,,,,,,,,,,,,,,,,,,,,,,,,,-119.466797,87.294067,13.138279,0.013957
617,5.141667,,,,,,,,,,,,,,,,,,,,,,,,,-119.446732,87.332352,13.088232,0.013957
618,5.15,,,,,,,,,,,,,,,,,,,,,,,,,-119.383148,87.378304,13.031469,0.013957
619,5.158333,,,,,,,,,,,,,,,,,,,,,,,,,-119.352547,87.422791,12.980361,0.013957
620,5.166667,,,,,,,,,,,,,,,,,,,,,,,,,-119.39418,87.445206,12.93474,0.013957
621,5.175,,,,,,,,,,,,,,,,,,,,,,,,,-119.335213,87.494156,12.888996,0.013957
622,5.183333,,,,,,,,,,,,,,,,,,,,,,,,,-119.507149,87.48526,12.856781,0.013957
623,5.191667,,,,,,,,,,,,,,,,,,,,,,,,,-119.420448,87.542694,12.804823,0.013957
624,5.2,,,,,,,,,,,,,,,,,,,,,,,,,-119.422089,87.575607,12.757964,0.013957
625,5.208333,,,,,,,,,,,,,,,,,,,,,,,,,-119.416832,87.610252,12.709715,0.013957
626,5.216667,,,,,,,,,,,,,,,,,,,,,,,,,-119.430038,87.63868,12.658675,0.013957
627,5.225,,,,,,,,,,,,,,,,,,,,,,,,,-119.234573,87.71492,12.610081,0.013957
628,5.233333,,,,,,,,,,,,,,,,,,,,,,,,,-119.384171,87.702736,12.5529,0.013957
629,5.241667,,,,,,,,,,,,,,,,,,,,,,,,,-119.343651,87.740494,12.499496,0.013957
630,5.25,,,,,,,,,,,,,,,,,,,,,,,,,-119.133995,87.804222,12.451479,0.013957
631,5.258333,,,,,,,,,,,,,,,,,,,,,,,,,-119.22525,87.814507,12.395566,0.013957
632,5.266667,,,,,,,,,,,,,,,,,,,,,,,,,-119.288979,87.813354,12.339159,0.013957
633,5.275,,,,,,,,,,,,,,,,,,,,,,,,,-119.320702,87.828896,12.293107,0.013957
634,5.283333,,,,,,,,,,,,,,,,,,,,,,,,,-119.36116,87.838531,12.243249,0.013957
635,5.291667,,,,,,,,,,,,,,,,,,,,,,,,,-119.391907,87.849106,12.19334,0.013957
636,5.3,,,,,,,,,,,,,,,,,,,,,,,,,-119.370399,87.862816,12.132534,0.013957
637,5.308333,,,,,,,,,,,,,,,,,,,,,,,,,-119.331703,87.885773,12.074128,0.013957
638,5.316667,,,,,,,,,,,,,,,,,,,,,,,,,-119.273613,87.911041,12.010484,0.013957
639,5.325,,,,,,,,,,,,,,,,,,,,,,,,,-119.253365,87.928391,11.944521,0.013957
640,5.333333,,,,,,,,,,,,,,,,,,,,,,,,,-119.193878,87.948418,11.8781,0.013957
641,5.341667,,,,,,,,,,,,,,,,,,,,,,,,,-119.151558,87.968964,11.816745,0.013957
642,5.35,,,,,,,,,,,,,,,,,,,,,,,,,-119.227425,87.969604,11.757086,0.013957
643,5.358333,,,,,,,,,,,,,,,,,,,,,,,,,-119.217911,87.979851,11.699768,0.013957
644,5.366667,,,,,,,,,,,,,,,,,,,,,,,,,-119.273293,87.978287,11.643183,0.013957
645,5.375,,,,,,,,,,,,,,,,,,,,,,,,,-119.386444,87.963364,11.587619,0.013957
646,5.383333,,,,,,,,,,,,,,,,,,,,,,,,,-119.200302,88.01181,11.509502,0.013957
647,5.391667,,,,,,,,,,,,,,,,,,,,,,,,,-119.150749,88.030899,11.440432,0.013957
648,5.4,,,,,,,,,,,,,,,,,,,,,,,,,-119.087456,88.051369,11.367333,0.013957
649,5.408333,,,,,,,,,,,,,,,,,,,,,,,,,-119.032013,88.069496,11.298472,0.013957
650,5.416667,,,,,,,,,,,,,,,,,,,,,,,,,-119.074165,88.068237,11.240532,0.013957
651,5.425,,,,,,,,,,,,,,,,,,,,,,,,,-119.101463,88.068748,11.179914,0.013957
652,5.433333,,,,,,,,,,,,,,,,,,,,,,,,,-119.115051,88.066071,11.124613,0.013957
653,5.441667,,,,,,,,,,,,,,,,,,,,,,,,,-119.154869,88.059486,11.068233,0.013957
654,5.45,,,,,,,,,,,,,,,,,,,,,,,,,-119.360748,88.015427,11.02188,0.013957
655,5.458333,,,,,,,,,,,,,,,,,,,,,,,,,-119.061211,88.082451,10.942544,0.013957
656,5.466667,,,,,,,,,,,,,,,,,,,,,,,,,-119.017555,88.093445,10.876341,0.013957
657,5.475,,,,,,,,,,,,,,,,,,,,,,,,,-118.937576,88.11306,10.812421,0.013957
658,5.483333,,,,,,,,,,,,,,,,,,,,,,,,,-118.963531,88.1101,10.756416,0.013957
659,5.491667,,,,,,,,,,,,,,,,,,,,,,,,,-118.97068,88.113693,10.698873,0.013957
660,5.5,,,,,,,,,,,,,,,,,,,,,,,,,-118.949532,88.120384,10.64518,0.013957
661,5.508333,,,,,,,,,,,,,,,,,,,,,,,,,-119.007133,88.115295,10.599703,0.013957
662,5.516667,,,,,,,,,,,,,,,,,,,,,,,,,-119.040344,88.110794,10.553821,0.013957
663,5.525,,,,,,,,,,,,,,,,,,,,,,,,,-119.064125,88.112015,10.505467,0.013957
664,5.533333,,,,,,,,,,,,,,,,,,,,,,,,,-119.059326,88.116516,10.461486,0.013957
665,5.541667,,,,,,,,,,,,,,,,,,,,,,,,,-119.032753,88.131294,10.406571,0.013957
666,5.55,,,,,,,,,,,,,,,,,,,,,,,,,-118.984795,88.143074,10.357885,0.013957
667,5.558333,,,,,,,,,,,,,,,,,,,,,,,,,-118.940056,88.164001,10.304677,0.013957
668,5.566667,,,,,,,,,,,,,,,,,,,,,,,,,-118.926414,88.170212,10.252294,0.013957
669,5.575,,,,,,,,,,,,,,,,,,,,,,,,,-118.863609,88.194809,10.200207,0.013957
670,5.583333,,,,,,,,,,,,,,,,,,,,,,,,,-118.884361,88.193886,10.153298,0.013957
671,5.591667,,,,,,,,,,,,,,,,,,,,,,,,,-118.882408,88.205505,10.112118,0.013957
672,5.6,,,,,,,,,,,,,,,,,,,,,,,,,-118.95388,88.196007,10.071797,0.013957
673,5.608333,,,,,,,,,,,,,,,,,,,,,,,,,-118.979332,88.190475,10.037948,0.013957
674,5.616667,,,,,,,,,,,,,,,,,,,,,,,,,-118.978271,88.204208,9.998228,0.013957
675,5.625,,,,,,,,,,,,,,,,,,,,,,,,,-119.06115,88.200722,9.96734,0.013957
676,5.633333,,,,,,,,,,,,,,,,,,,,,,,,,-118.91774,88.240593,9.931267,0.013957
677,5.641667,,,,,,,,,,,,,,,,,,,,,,,,,-118.986221,88.233444,9.890653,0.013957
678,5.65,,,,,,,,,,,,,,,,,,,,,,,,,-118.965134,88.245514,9.850289,0.013957
679,5.658333,,,,,,,,,,,,,,,,,,,,,,,,,-118.971397,88.254234,9.81125,0.013957
680,5.666667,,,,,,,,,,,,,,,,,,,,,,,,,-118.995056,88.260857,9.769535,0.013957
681,5.675,,,,,,,,,,,,,,,,,,,,,,,,,-118.910667,88.291504,9.7267,0.013957
682,5.683333,,,,,,,,,,,,,,,,,,,,,,,,,-119.057755,88.27475,9.680816,0.013957
683,5.691667,,,,,,,,,,,,,,,,,,,,,,,,,-118.935326,88.298653,9.643204,0.013957
684,5.7,,,,,,,,,,,,,,,,,,,,,,,,,-119.047752,88.294594,9.600046,0.013957
685,5.708333,,,,,,,,,,,,,,,,,,,,,,,,,-118.994965,88.316315,9.558674,0.013957
686,5.716667,,,,,,,,,,,,,,,,,,,,,,,,,-119.016006,88.318253,9.51762,0.013957
687,5.725,,,,,,,,,,,,,,,,,,,,,,,,,-118.940392,88.339096,9.483287,0.013957
688,5.733333,,,,,,,,,,,,,,,,,,,,,,,,,-118.954407,88.342957,9.441015,0.013957
689,5.741667,,,,,,,,,,,,,,,,,,,,,,,,,-119.061028,88.330933,9.400468,0.013957
690,5.75,,,,,,,,,,,,,,,,,,,,,,,,,-119.064285,88.338898,9.359554,0.013957
691,5.758333,,,,,,,,,,,,,,,,,,,,,,,,,-119.140518,88.333214,9.32061,0.013957
692,5.766667,,,,,,,,,,,,,,,,,,,,,,,,,-118.893173,88.398399,9.268585,0.013957
693,5.775,,,,,,,,,,,,,,,,,,,,,,,,,-118.936516,88.40139,9.215151,0.013957
694,5.783333,,,,,,,,,,,,,,,,,,,,,,,,,-118.972931,88.394608,9.155166,0.013957
695,5.791667,,,,,,,,,,,,,,,,,,,,,,,,,-118.885422,88.422142,9.105819,0.013957
696,5.8,,,,,,,,,,,,,,,,,,,,,,,,,-118.87574,88.436348,9.047328,0.013957
697,5.808333,,,,,,,,,,,,,,,,,,,,,,,,,-118.816925,88.47097,8.996448,0.013957
698,5.816667,,,,,,,,,,,,,,,,,,,,,,,,,-118.864967,88.48011,8.938499,0.013957
699,5.825,,,,,,,,,,,,,,,,,,,,,,,,,-118.942383,88.48748,8.878712,0.013957
700,5.833333,,,,,,,,,,,,,,,,,,,,,,,,,-118.944359,88.524628,8.823451,0.013957
701,5.841667,,,,,,,,,,,,,,,,,,,,,,,,,-118.945839,88.552864,8.762323,0.013957
702,5.85,,,,,,,,,,,,,,,,,,,,,,,,,-118.911652,88.599113,8.692958,0.013957
703,5.858333,,,,,,,,,,,,,,,,,,,,,,,,,-118.841049,88.647766,8.622716,0.013957
704,5.866667,,,,,,,,,,,,,,,,,,,,,,,,,-118.788322,88.6987,8.553073,0.013957
705,5.875,,,,,,,,,,,,,,,,,,,,,,,,,-118.762634,88.739212,8.485415,0.013957
706,5.883333,,,,,,,,,,,,,,,,,,,,,,,,,-118.800461,88.769447,8.422453,0.013957
707,5.891667,,,,,,,,,,,,,,,,,,,,,,,,,-118.856522,88.788155,8.36158,0.013957
708,5.9,,,,,,,,,,,,,,,,,,,,,,,,,-118.926987,88.802841,8.305879,0.013957
709,5.908333,,,,,,,,,,,,,,,,,,,,,,,,,-118.899963,88.832611,8.244628,0.013957
710,5.916667,,,,,,,,,,,,,,,,,,,,,,,,,-118.906036,88.855431,8.184658,0.013957
711,5.925,,,,,,,,,,,,,,,,,,,,,,,,,-118.816414,88.892624,8.117486,0.013957
712,5.933333,,,,,,,,,,,,,,,,,,,,,,,,,-118.651726,88.947418,8.05293,0.013957
713,5.941667,,,,,,,,,,,,,,,,,,,,,,,,,-118.626976,88.969955,7.985384,0.013957
714,5.95,,,,,,,,,,,,,,,,,,,,,,,,,-118.659058,88.978951,7.915661,0.013957
715,5.958333,,,,,,,,,,,,,,,,,,,,,,,,,-118.699905,88.985237,7.854361,0.013957
716,5.966667,,,,,,,,,,,,,,,,,,,,,,,,,-118.61248,89.021416,7.793303,0.013957
717,5.975,,,,,,,,,,,,,,,,,,,,,,,,,-118.74752,89.00518,7.733135,0.013957
718,5.983333,,,,,,,,,,,,,,,,,,,,,,,,,-118.734886,89.023254,7.671979,0.013957
719,5.991667,,,,,,,,,,,,,,,,,,,,,,,,,-118.702171,89.04406,7.608832,0.013957
720,6,,,,,,,,,,,,,,,,,,,,,,,,,-118.625,89.07206,7.537207,0.013957
721,6.008333,,,,,,,,,,,,,,,,,,,,,,,,,-118.363861,89.142624,7.484247,0.013957
722,6.016667,,,,,,,,,,,,,,,,,,,,,,,,,-118.468651,89.131996,7.407965,0.013957
723,6.025,,,,,,,,,,,,,,,,,,,,,,,,,-118.381989,89.16584,7.34609,0.013957
724,6.033333,,,,,,,,,,,,,,,,,,,,,,,,,-118.568352,89.141495,7.283579,0.013957
725,6.041667,,,,,,,,,,,,,,,,,,,,,,,,,-118.59597,89.152916,7.228813,0.013957
726,6.05,,,,,,,,,,,,,,,,,,,,,,,,,-118.627335,89.157906,7.168771,0.013957
727,6.058333,,,,,,,,,,,,,,,,,,,,,,,,,-118.587921,89.180321,7.110389,0.013957
728,6.066667,,,,,,,,,,,,,,,,,,,,,,,,,-118.529259,89.197906,7.046005,0.013957
729,6.075,,,,,,,,,,,,,,,,,,,,,,,,,-118.604721,89.197815,6.986586,0.013957
730,6.083333,,,,,,,,,,,,,,,,,,,,,,,,,-118.410599,89.236496,6.911054,0.013957
731,6.091667,,,,,,,,,,,,,,,,,,,,,,,,,-118.387161,89.253922,6.84126,0.013957
732,6.1,,,,,,,,,,,,,,,,,,,,,,,,,-118.333344,89.26561,6.774766,0.013957
733,6.108333,,,,,,,,,,,,,,,,,,,,,,,,,-118.427124,89.252319,6.704734,0.013957
734,6.116667,,,,,,,,,,,,,,,,,,,,,,,,,-118.489838,89.242393,6.640486,0.013957
735,6.125,,,,,,,,,,,,,,,,,,,,,,,,,-118.459511,89.247528,6.572493,0.013957
736,6.133333,,,,,,,,,,,,,,,,,,,,,,,,,-118.384888,89.258743,6.499808,0.013957
737,6.141667,,,,,,,,,,,,,,,,,,,,,,,,,-118.521187,89.224174,6.438515,0.013957
738,6.15,,,,,,,,,,,,,,,,,,,,,,,,,-118.267456,89.273285,6.349639,0.013957
739,6.158333,,,,,,,,,,,,,,,,,,,,,,,,,-118.205132,89.277229,6.274909,0.013957
740,6.166667,,,,,,,,,,,,,,,,,,,,,,,,,-118.171219,89.282516,6.199193,0.013957
741,6.175,,,,,,,,,,,,,,,,,,,,,,,,,-118.229416,89.266365,6.129768,0.013957
742,6.183333,,,,,,,,,,,,,,,,,,,,,,,,,-118.27874,89.256737,6.059309,0.013957
743,6.191667,,,,,,,,,,,,,,,,,,,,,,,,,-118.224335,89.262535,5.989445,0.013957
744,6.2,,,,,,,,,,,,,,,,,,,,,,,,,-118.162834,89.27388,5.920282,0.013957
745,6.208333,,,,,,,,,,,,,,,,,,,,,,,,,-118.221046,89.257439,5.851274,0.013957
746,6.216667,,,,,,,,,,,,,,,,,,,,,,,,,-118.06601,89.295647,5.774129,0.013957
747,6.225,,,,,,,,,,,,,,,,,,,,,,,,,-117.984261,89.312531,5.705169,0.013957
748,6.233333,,,,,,,,,,,,,,,,,,,,,,,,,-117.973839,89.316765,5.635748,0.013957
749,6.241667,,,,,,,,,,,,,,,,,,,,,,,,,-118.05867,89.303192,5.573452,0.013957
750,6.25,,,,,,,,,,,,,,,,,,,,,,,,,-118.129921,89.29599,5.512342,0.013957
751,6.258333,,,,,,,,,,,,,,,,,,,,,,,,,-118.129883,89.302406,5.450592,0.013957
752,6.266667,,,,,,,,,,,,,,,,,,,,,,,,,-118.079468,89.316109,5.387445,0.013957
753,6.275,,,,,,,,,,,,,,,,,,,,,,,,,-118.139435,89.314484,5.32399,0.013957
754,6.283333,,,,,,,,,,,,,,,,,,,,,,,,,-117.922226,89.367752,5.251735,0.013957
755,6.291667,,,,,,,,,,,,,,,,,,,,,,,,,-117.882324,89.38694,5.185179,0.013957
756,6.3,,,,,,,,,,,,,,,,,,,,,,,,,-117.879196,89.396896,5.120293,0.013957
757,6.308333,,,,,,,,,,,,,,,,,,,,,,,,,-117.908768,89.403877,5.055403,0.013957
758,6.316667,,,,,,,,,,,,,,,,,,,,,,,,,-117.970596,89.404404,4.99312,0.013957
759,6.325,,,,,,,,,,,,,,,,,,,,,,,,,-118.001762,89.41201,4.934707,0.013957
760,6.333333,,,,,,,,,,,,,,,,,,,,,,,,,-118.00132,89.428413,4.873291,0.013957
761,6.341667,,,,,,,,,,,,,,,,,,,,,,,,,-117.965996,89.451126,4.803951,0.013957
762,6.35,,,,,,,,,,,,,,,,,,,,,,,,,-117.890442,89.478943,4.740209,0.013957
763,6.358333,,,,,,,,,,,,,,,,,,,,,,,,,-117.826416,89.508118,4.670467,0.013957
764,6.366667,,,,,,,,,,,,,,,,,,,,,,,,,-117.797234,89.528114,4.6063,0.013957
765,6.375,,,,,,,,,,,,,,,,,,,,,,,,,-117.814789,89.545395,4.539409,0.013957
766,6.383333,,,,,,,,,,,,,,,,,,,,,,,,,-117.875778,89.54808,4.478786,0.013957
767,6.391667,,,,,,,,,,,,,,,,,,,,,,,,,-118.003998,89.537598,4.41712,0.013957
768,6.4,,,,,,,,,,,,,,,,,,,,,,,,,-118.037987,89.545166,4.359962,0.013957
769,6.408333,,,,,,,,,,,,,,,,,,,,,,,,,-117.985428,89.569885,4.301609,0.013957
770,6.416667,,,,,,,,,,,,,,,,,,,,,,,,,-117.957031,89.591331,4.236882,0.013957
771,6.425,,,,,,,,,,,,,,,,,,,,,,,,,-117.902756,89.617844,4.170715,0.013957
772,6.433333,,,,,,,,,,,,,,,,,,,,,,,,,-117.889931,89.638008,4.100681,0.013957
773,6.441667,,,,,,,,,,,,,,,,,,,,,,,,,-117.879105,89.652756,4.031077,0.013957
774,6.45,,,,,,,,,,,,,,,,,,,,,,,,,-117.870201,89.672874,3.96511,0.013957
775,6.458333,,,,,,,,,,,,,,,,,,,,,,,,,-117.919006,89.676262,3.900223,0.013957
776,6.466667,,,,,,,,,,,,,,,,,,,,,,,,,-117.987968,89.681122,3.83363,0.013957
777,6.475,,,,,,,,,,,,,,,,,,,,,,,,,-117.967796,89.705688,3.762913,0.013957
778,6.483333,,,,,,,,,,,,,,,,,,,,,,,,,-117.960617,89.719688,3.688056,0.013957
779,6.491667,,,,,,,,,,,,,,,,,,,,,,,,,-117.858063,89.759857,3.609386,0.013957
780,6.5,,,,,,,,,,,,,,,,,,,,,,,,,-117.844772,89.774948,3.529047,0.013957
781,6.508333,,,,,,,,,,,,,,,,,,,,,,,,,-117.779282,89.807739,3.457268,0.013957
782,6.516667,,,,,,,,,,,,,,,,,,,,,,,,,-117.821098,89.815918,3.382117,0.013957
783,6.525,,,,,,,,,,,,,,,,,,,,,,,,,-117.931877,89.818443,3.30864,0.013957
784,6.533333,,,,,,,,,,,,,,,,,,,,,,,,,-117.948318,89.829048,3.23542,0.013957
785,6.541667,,,,,,,,,,,,,,,,,,,,,,,,,-117.957474,89.846596,3.161774,0.013957
786,6.55,,,,,,,,,,,,,,,,,,,,,,,,,-117.89315,89.874168,3.077126,0.013957
787,6.558333,,,,,,,,,,,,,,,,,,,,,,,,,-117.825226,89.908768,2.994796,0.013957
788,6.566667,,,,,,,,,,,,,,,,,,,,,,,,,-117.79628,89.925972,2.91073,0.013957
789,6.575,,,,,,,,,,,,,,,,,,,,,,,,,-117.833481,89.933243,2.83057,0.013957
790,6.583333,,,,,,,,,,,,,,,,,,,,,,,,,-117.928886,89.926483,2.745895,0.013957
791,6.591667,,,,,,,,,,,,,,,,,,,,,,,,,-117.963303,89.935318,2.667587,0.013957
792,6.6,,,,,,,,,,,,,,,,,,,,,,,,,-117.96244,89.949783,2.585463,0.013957
793,6.608333,,,,,,,,,,,,,,,,,,,,,,,,,-117.973343,89.960899,2.505355,0.013957
794,6.616667,,,,,,,,,,,,,,,,,,,,,,,,,-117.824081,89.997246,2.416893,0.013957
795,6.625,,,,,,,,,,,,,,,,,,,,,,,,,-117.816589,90.010818,2.334155,0.013957
796,6.633333,,,,,,,,,,,,,,,,,,,,,,,,,-117.836571,90.010468,2.258615,0.013957
797,6.641667,,,,,,,,,,,,,,,,,,,,,,,,,-117.924591,90.003296,2.187419,0.013957
798,6.65,,,,,,,,,,,,,,,,,,,,,,,,,-118.0411,89.989265,2.117975,0.013957
799,6.658333,,,,,,,,,,,,,,,,,,,,,,,,,-118.053375,89.987885,2.050224,0.013957
800,6.666667,,,,,,,,,,,,,,,,,,,,,,,,,-118.174103,89.972466,1.989555,0.013957
801,6.675,,,,,,,,,,,,,,,,,,,,,,,,,-117.951294,90.017868,1.914208,0.013957
802,6.683333,,,,,,,,,,,,,,,,,,,,,,,,,-117.918373,90.025749,1.846274,0.013957
803,6.691667,,,,,,,,,,,,,,,,,,,,,,,,,-117.89476,90.033546,1.779906,0.013957
804,6.7,,,,,,,,,,,,,,,,,,,,,,,,,-117.952171,90.030495,1.720159,0.013957
805,6.708333,,,,,,,,,,,,,,,,,,,,,,,,,-118.005669,90.026558,1.659281,0.013957
806,6.716667,,,,,,,,,,,,,,,,,,,,,,,,,-118.193161,89.992912,1.600388,0.013957
807,6.725,,,,,,,,,,,,,,,,,,,,,,,,,-118.209145,89.999756,1.553048,0.013957
808,6.733333,,,,,,,,,,,,,,,,,,,,,,,,,-118.195404,90.004562,1.49875,0.013957
809,6.741667,,,,,,,,,,,,,,,,,,,,,,,,,-118.197716,90.011032,1.445161,0.013957
810,6.75,,,,,,,,,,,,,,,,,,,,,,,,,-118.194351,90.013252,1.389239,0.013957
811,6.758333,,,,,,,,,,,,,,,,,,,,,,,,,-118.143997,90.029121,1.337487,0.013957
812,6.766667,,,,,,,,,,,,,,,,,,,,,,,,,-118.105927,90.043022,1.285898,0.013957
813,6.775,,,,,,,,,,,,,,,,,,,,,,,,,-118.092606,90.057098,1.233277,0.013957
814,6.783333,,,,,,,,,,,,,,,,,,,,,,,,,-118.008446,90.077148,1.187855,0.013957
815,6.791667,,,,,,,,,,,,,,,,,,,,,,,,,-118.193481,90.049835,1.133629,0.013957
816,6.8,,,,,,,,,,,,,,,,,,,,,,,,,-118.18119,90.060707,1.089561,0.013957
